id1,id2,pano1,pano2,winner
598,1415,oFZdlGIARGXbCJa0ZALZdQ,VkjKU-skHvt9ICf0oqq8sQ,none
866,168,fvKFF8NqsbZ4c1pQDEY4-w,4o6hd0tf8btO3-bNh00qDg,left
809,688,W09trlwkqWumq2uHDhMUWg,435fPDm5YbbTz_yOpeadyg,none
1249,571,jnHCyJkUGj4fmP0flqHZKw,iupp5sWalvBdH-HkPl9JxA,left
502,412,ZnWJqoou7W0MTGuhl5mmUQ,HjPBMQPNnB-nJ_xUpATTTg,left
431,206,MCQdEQEasgECfwysFSGByw,J-lSGI0vmsMo19EIV5UuPg,none
1473,148,sZInn_2fdros8nVQ44GeEA,vFAKse1VdykjvAi7QkZ_iw,right
1409,283,StjmKCH_CVEgE6lstUfCpA,hRDyIu4wWMRUcyS6T1j7Ow,left
31,692,6VrWF__KSn47wRvAtgfsxA,51015ie9AidiuzK_PS4C3g,left
584,1215,ksHzDKBTJybVSp4JXNIH5w,g8cwkOkUug8WshR4BR1Hjw,left
1372,1009,CaREZ-1OpnuEQoSv4nXZDQ,4k7Yl-7ejz1xAYMDBVAhnQ,right
717,528,CPKOrsIMxpVcdvquCUf7HA,cIC9LHNTSGNR8vfSxuLPJw,right
454,1065,Qmpz2awQUdxbAMBbAkdvZg,ENIEXfFfjqPaiOa0BinL2A,none
339,675,0ap1FII-lrq5E6tGuoKAfg,1B1HWMlZgfpVg2sjI2dIvw,right
230,816,RgVXrEmXGyntJMyp65iHIg,WgT62qXAPe9h3-MpeX_kSg,right
1271,1387,nU8IjVxMnR19yNuT4s_eaw,JY7xGNTBH3Aa8LbNuJMfkA,right
381,542,A8OK5ONu9F7gjZuFxiVYxw,e--9PaOdZKpr3sSxWDhVqQ,right
344,302,1tyNWW2jnRB_lB6f9jdbig,pOTv3ibmrIsaTfRzBK9aRw,right
581,1234,kCcgIj19yW6TzZAjatMG6A,hnRMGDcBBJCHi1QJ9aX2Vg,left
190,405,DDOm4GzXAB5XXTe4ZAESxg,FYcVw1j3GxVwzGVOgx0W6g,right
487,609,XdsqukFsvs5f0OnO8kC1BQ,pub2Eh7ljbx8I2fdT4ayzA,right
1435,1166,dPxA9nx1D-UDmW6vKDBy0g,Y_PxV2KHut-iU6Hmj0wWtg,none
155,733,-QG-TJYv9RAjnCzmeFP8_w,GYsVIgSZELTjPKyFLSFD8A,left
89,258,TrwA3bfKGHJu0SnNSLG7pQ,a5tvCetpzWg_-70h8fvEqg,left
345,1017,2FQbpk9r0sjKnPECobOpDQ,6qFJmx0NDiNkWzzwkm3wAA,left
1291,1256,rC4ITZTfnmZSu93OR0zRIw,lHnq9SXj4szbE8B9E4vKiw,left
1196,296,cStrn9OzASYx2fYMFLOETA,oQyoHNUflH_ZPGtt_k-MvA,right
1392,542,LzL7oaOV-waOwQ1cH4dtNw,e--9PaOdZKpr3sSxWDhVqQ,right
918,358,osPVafB0vYCTuJJ3R1xoVg,4f1YjPKe_U4vEYP474E-NQ,none
335,1134,-S_LLxr8VnBwMr5q9nZxjQ,TtuPhWXLK82iD3SMEdUwTQ,right
611,1133,r0CS38dAoBQj-9QjDAlLvA,TjfjGCtrQIU3G-MWOg5nFQ,right
715,589,Bof-Oz03SYhmkvpwcLls6A,ldQnTugjX_-ZauQr7kLZRw,right
114,383,fQtfi10iHgTEuCKyho0HYA,A_BEavLIzwzK8viDlpJHMA,right
93,1101,Woa2H5Q_pmS8-OGyqLFwTA,NOb7_KFSZnbc8rCJBiLDlw,left
222,872,PVQeSjjZVUrFOs71CZonLQ,guulS1ZywXmE43QtR8zC6Q,none
709,1066,AOA-ZTpYj_IQt2hv7fuPog,EhN3proKYad_6dNKEao3jw,right
1361,1083,9VsDPpNLc1TqgHP4U2Ne-g,JKLRKzf7KS5Kgv3rLNfR9A,left
464,1094,S_hVQCKULYhjAf7NfdVD4A,L6t2ronSWd28z0gHhHLX1A,none
54,732,DE4HCHgOBLuekeGZkbO-Tw,FYY7Uk8k6_Io_UHAtWNAMg,right
1055,1039,C4KMmLOJ-2BXP64SVuCMmw,9bD0yZSbCrqZFyON6ovohg,right
806,1147,VT90pRbmItPN2rl0oD73Zg,V5Ua-CyCqZ_Pgk0RN2Z4WQ,none
139,887,s3H2wGBxjlWy82cDwlSJEQ,juwlqk7OVFT0kasDOD_OuA,left
29,417,5rqmAPqJ2wqM3sooMajYVQ,JhrLj5c_eTyJTq92abTgEw,right
827,283,Y8Am1p2y2nrZlSNuKMtp4w,hRDyIu4wWMRUcyS6T1j7Ow,left
1332,598,z5_asthWjUHMwUQrpPX2jQ,oFZdlGIARGXbCJa0ZALZdQ,left
838,1174,_TxwGK-TVZ4ukMTJ61c3yw,_L_Tz8ZeYbpTNhQBDokPIQ,left
1213,1339,fo54NF7x7-9aaSQt60l3Yw,1W0Mgk7ltb-vUS_chKfDHw,left
844,360,b5hmqa5uv0a1pSB0DL0PJw,4hGktmI9MSWPdpVP5_M4Hg,left
1061,855,D4bcomB5j4Bkk1TsfEpvAw,cyDJbaRMXk-0_TcEGY1RWg,none
876,491,i4Jp7avM7c_Fa3ISaSxtxA,Y6VEWbJ2Pm8h8e2Trk6Ylw,left
1253,1456,kj4ZGxjgZ20kSDfOTESA7Q,lf-H2bVSDPT4edDvpfvmrg,right
1173,592,_L86FGSFMozt7f4GNMdQvQ,mkdBrtnQMn3ij_gDjGPlSg,right
350,1083,3O47gdm6R7u2qvlbYutaCg,JKLRKzf7KS5Kgv3rLNfR9A,left
128,479,nAF69yj5W0lrLo_31mDPug,Vwz_I1N1kNMyckm4ct4Big,left
1157,557,X3S2I-68HPZdRw8BTsog7A,fia6ybCtVHhBZcTXdMOkyg,left
195,136,EMhLhdERRszuood0WjPBaA,qhchctcOw0nJ6NdOUuj4Zg,left
1105,1333,O-MLVYpx13cuuRbYqepLNw,zC9iv1lz50qU4owgcXP_6A,left
1365,625,AAjinoywRbKsYr1QnGPn8g,tfFKtvEql7_XhGd5_H7JOw,left
83,778,Q6duiJDRcIqeDwmyEKsXFg,QYXBWtLYYUc4bybbVJS0fA,left
609,39,pub2Eh7ljbx8I2fdT4ayzA,8StNoL00Jm8ORBCKIw62tg,left
1214,709,fre0ykVUKtePmN3kEU2Abw,AOA-ZTpYj_IQt2hv7fuPog,left
678,1314,1VkQIWJyW-Lf5raHEORh9g,w1-aSvmQsF2uTtcfmDMYFA,right
130,754,nJ-zkTKwxDSJ9sqDu4gyTA,LImY9O7qBVJzYgreHipcGg,right
863,480,fCiLUx7i-17hnE0bP1BkEw,WBN0oCgjjO9QzjCF7Zp9Iw,left
362,422,5DuRSPP1BHAySZ5vRy3NTQ,KJB2vJgbJO4e4x2Sh-mKTA,right
1280,176,oy1cFR_Qwagg4LsGo-P2ww,7grT0fQMY5zayvccDVNLOg,left
67,786,KFaDBm3cTx1XhXWEljayRg,S3tnEEuNJrEb87UPRpY1XQ,left
28,1383,5r5yV2KRacqyXdDHCYab5w,It8OqEf64pG36DjCuJzhwQ,left
503,308,Zu_PVA2wXL_9CJ2zNf2C-A,rDkSLQiVJv_XvPrh4wuoDw,left
975,700,-vYRqZuAPNEL5EmGEHFoXg,7OxcfLIfhfJ_TxQUy2O4ew,left
692,1178,51015ie9AidiuzK_PS4C3g,_vMCuKwkpzUYUXi-udWnrg,right
1278,1435,oS6FmcK86Vj5BOXGE3EP5Q,dPxA9nx1D-UDmW6vKDBy0g,left
400,369,EvagOBxKTiCppZxvN8y-Zg,7LrQDOR7ZuwEbcFRoW1F4Q,left
332,187,-I2rcgGV9OhQzcUSADg74A,AmnBtPlNz0K3c-E5v9Z3Nw,right
908,707,naXjeLL6pc7AfLIqrAGqVw,9e8dJrjpuVEvl2oWgL_UFg,left
593,676,mvr3EMioGllPKAwd-NLAjA,1FjQvBHEOOyz-wHFW6WzjQ,right
139,69,s3H2wGBxjlWy82cDwlSJEQ,KU0UYSSOeby7JFu4k5Mnfg,left
1259,264,lofwV8pSfkyN6wlbAxkwlw,bLWVNVEotvfGIM1kZn7t7w,none
798,1099,UDUeMj1o7U2NEb8Cc3Z3tA,MY6scE_rL93hE3I55pH_dw,right
120,1061,i6aqw7gMHUGqeybSzA8Jzg,D4bcomB5j4Bkk1TsfEpvAw,right
278,1464,gGOj56_f81Y9Se1PUjtC7g,p-E7C-9CJy_hVmqigOFcPA,right
1264,184,mZ0QkFzYTlvarUAD5n8T4Q,9YAkpgpbJMZVUH3ySkhTOQ,left
977,638,0VlE0iESye42RzSmIkdc-A,vLtNYdylgZL9FgJIM9okLg,left
809,982,W09trlwkqWumq2uHDhMUWg,17kSM6e08swq_YJZsl9wGQ,none
800,1184,UIKsS_8cr6tyo_RkymIeug,aXKr-ylPcX2pdrA1l3p2vQ,none
758,1171,MYytrotMs6JnZnDhMDfv4Q,_E8U0wl_JOYkdC_WdmlfKQ,right
1377,446,F9qrtxxtMYTZagYmgAaSHg,PHWDbkUTkA0Vl32j1WGo9w,none
1169,231,ZKymliyFcIFMhbcfMVa7vQ,RmzUyZBU4IOnAyGl1izt7w,left
880,705,j0wYivkh9kh8DdSqwodW-Q,8jU9-3FgQIDnfL0R8XqBZQ,right
470,1247,UFaOXVIi6ZqYFlVM27hR8g,jFLEUbGFpUutaVB-TU59VQ,right
1088,479,Khjfdt0-OaH8HNzL77INwQ,Vwz_I1N1kNMyckm4ct4Big,left
949,1014,uY0svh_teiPNCpzV-gHfjQ,5rGJ7_qn2KOMnih9CPxuvw,left
612,986,rGn_C9Rc89VjdwylnoZUJA,1fs45epKySFKAaGWe7IhzA,none
194,282,Dsqvr0HGGRiKy9F-jBt3ng,hG8bI55F2Slgx1INCkKnyA,none
1016,524,6QbWfbyVghSUBouXf8-u8g,c30y7QpGRMEtbFUEhCSxqg,right
135,149,qWc7Q7gBEwlOTfNqDxzSaw,wWr-BN1QUAoWXry6FzfbEg,none
1452,1348,jrcqnF2KzZKfjeymELPe2Q,3GIvWrKO3fMrfMUF81-kXA,none
831,496,YgsijXYh31KngVGw5W1ZFw,Ysh1nEOVJwYv5FvXFJiy5g,right
1470,796,re-NiIdMTvv5CrbKmz5ORg,ToZFfswH0ztU8Ir_PX0Y-w,right
691,127,4njoDPEhQ1qzA0V-IzUV7w,mzsGkDcnGVPYAb9YYXoARw,right
1350,865,4vkGhs8v6kx1jP1ftj5dyw,fq0UpPhwxhzK2JTZ9uT8eA,none
661,1048,ztatGaRlczU8S7UFk5fTEQ,B62yYfHGhsMHlyfiR0EpiA,left
1086,834,KYAt0PiF7zq9NovEYfOnNA,ZgdFVUrZUn_8vEeXF7gOuA,right
383,334,A_BEavLIzwzK8viDlpJHMA,-OTYB6ueVHmWKB8uDcmFYA,left
178,730,7ttkN-h6ApBZ6dqxxwRXgw,FSuCcaoOhBAs55uSPBJuDQ,right
1116,922,P_xLw2SXxULK0A3I3Kf-0Q,p_VvQZuY60MBXyJWL80weA,left
393,217,D9Cf4Ve_QBg1gk28_0zGjw,NY2UOSm3KcS7EmNJ2HxjGQ,none
1002,135,3hyWccvFkWcRCekA729gaA,qWc7Q7gBEwlOTfNqDxzSaw,right
390,529,CapgU3qjBMlTec8fs6QgkQ,cIUG8vXpSOuy-HV6FXJGdQ,left
717,864,CPKOrsIMxpVcdvquCUf7HA,fhkxUp8EkiGo7iipwlOUsw,right
954,598,vXLqByVBwpj6viiziWmQ6Q,oFZdlGIARGXbCJa0ZALZdQ,left
208,1008,J6-5MX2a8Zm3CioLwlZmIA,4jJXXlDC-TmJzu8ag-d4ow,left
339,339,0ap1FII-lrq5E6tGuoKAfg,0ap1FII-lrq5E6tGuoKAfg,none
1106,893,OQvYjXGRY9bJcgDmoylDpg,l7M-Gkm_kKUn2_twkkLm1w,right
1293,1195,rat3zyM5_6odY7w6K8Wptw,cQfGXmrhiyeSYVLQJPtbDw,left
1313,99,vjKdELL5mEzTy2IfZcwuCQ,ZXUFUXxQYiENae0v3yXijQ,none
1347,883,2q2ucMBf-3ZJisdjcyi-JQ,jTMoupnutAmzMsQbl6Kf2Q,none
970,444,zbNWrzB3S8Jr3aok_D19wg,Org6eBJHSzQcqDxRtBXA6A,left
269,848,dvNWVWjTNCqZa-08xyHFAQ,bk67gTinVc3hDDcl_caJ1Q,left
962,17,x8-o9QD0DLifMpU-HOYyeA,3mB7VB-q-E2yyJfceqnmTg,left
61,297,G8UgzZQnee95rdsZ5II8tA,ogtPyJvfHLe7kAtNqjaTmg,right
1428,636,b5FrR0v43RDTbJ5uxSr65Q,uh2e5ZwM20ET2Re5KrCKVQ,right
491,676,Y6VEWbJ2Pm8h8e2Trk6Ylw,1FjQvBHEOOyz-wHFW6WzjQ,right
273,389,eeMLmCD6NEEEQ2YhNJW1jQ,C9nqTJg5PQHpUhfeUsZU3w,right
581,1191,kCcgIj19yW6TzZAjatMG6A,bxPv1VccaDfXkP4yvmS5aw,left
617,1095,sCtJWz-vsd6n3eet0fKCOA,LSBlxtAVvUCTLzGJP4ugGg,left
96,306,Z13Po42uDxCckxybh6aTCA,qPfpo2JIIxIX3_LD_JXLbA,left
364,843,5mi783j_TQxH4kanAh9M9w,ah0Bs5t5zPL9IHh0_jl1Jw,right
1042,209,AXXUmX6o2RNI8m2LQY_RAg,JZtmHZP9ykJMc6vXYK65CA,right
1145,1450,UvJotpmz8To3AMKoRF3u2g,ifX-xatucLDSC1qAd_4p7A,none
202,856,Hl9KaChHhGpmGChZH3hfwA,d0ziE-7XQoIns-zV5rchOA,none
857,854,d1FuIqtSnHcFJBHgVkbwGg,cHKmfixjJDRwz-G04mcs-g,right
106,628,b4TN3nWliNJlS4G_d90DIg,uLF29nXg0j_T6txRPndOGQ,left
1115,397,PWNO5siDOtzCzc3qRl1M9g,ELq7ZDr6VMh6P5ts_j7dkg,none
293,595,nJtC6ol0euazPOZHwUJutg,nPZgJJQ0UzKZPdimCI6QCQ,right
863,1006,fCiLUx7i-17hnE0bP1BkEw,4SARlQvMhB55FB03Ygl12g,left
1072,1453,GY8uDqfCH3nUvJ3LeDNkkA,kD0c4vhnIu7TrRwAXLLRkw,right
1149,1328,VHWjojadhnZ7XKqAPcmRPQ,ynU-xGihZn1ldnqXhPInQA,right
520,868,bOq7azyn3EhWAmk0qmN4dQ,gMYKKOhdVoxtTiKIALyW7w,right
348,1187,38UroZkNHWLcd9L1YvPZ8Q,azzLmIkozioevc_4K_-gZQ,right
1076,1477,H_fYHe-1XMC-8mfkcUX00Q,urtLBNiLEecj5VdZxKhtgw,left
436,462,MdsWAXkbzjPFi0_yjwy7Ig,SJju5vHMW0-zeR1-MWusEQ,left
1397,505,OXzTnmTuGmP4acFp1sCpnA,_-L-wgIvchymI3DfDUUORw,none
299,75,p2O9iC3ZYbGw16Z8i2-EuQ,NzIBPHgd20wEhy6JIe4eFQ,left
413,1241,IXccHP00mmxgtSXZWfUkrw,igRO2O_lWeFGiFBUlNi8DA,left
256,355,_oPsbBmbRJpFTfXsbyAS_A,4BEF3DO-yD65K_1Ue1eCBQ,none
426,243,KtBTHoD02Chw_CfP30BWSA,WwR96EVHmU8MSsuqs3yS0g,left
102,458,_0-6bPqas164NRlIWsxZlQ,RbhFQjOsXDESTHhbH56llA,none
1331,176,z4fl92wvyhLgXNWMuH_KDQ,7grT0fQMY5zayvccDVNLOg,none
1076,1140,H_fYHe-1XMC-8mfkcUX00Q,UVahmfL8eOItscYyZARIxQ,left
1289,1318,qTqT9QGYt-EEWtW8O1CBAw,wd1LjHAvetSKX8PwhnT-tQ,right
1057,684,Cbd6I_DGunPhGgH3WFhiXQ,2bOm5sh3IChneLmOUclAGQ,left
1372,337,CaREZ-1OpnuEQoSv4nXZDQ,-wFGSKtKxozyblxxopMA9Q,left
978,681,0dq4eyQko93Zb8jgyeQhTQ,27d-mSLXfd3Umk7CzNyB5w,right
1079,492,I4s4hTFNg6E02I3YhpgrEg,Y9O0sVniqPfciql38MKMCg,none
813,1384,WWCVvkn2I3KWrcgjOJOHmw,J4IAKOqqZ1sRZbhCxVOPfg,left
253,331,_IxpCmbUT06358d6JHW-jQ,zm6px2BGIkwSkJHSbqSt2Q,right
1162,330,YEXONkPfhbtzgMo1tu3edw,zcJAADw5KV45KpwPh3gOcw,left
972,236,zwCVItWhiP8heeMbEpe_5A,T9CYtxGUCchPTBbH4aiG3A,right
1356,344,7rxfVSwCzMgZeySqXmtuyQ,1tyNWW2jnRB_lB6f9jdbig,left
396,534,ECiylxFAj5-mjjr7f_Q-aw,dY4i3-7cPGdZDsY7DHucMQ,left
1163,1381,YLm4V6XJeBGmTp8qOxIsLg,IaJ0Ga468ydyjnqtC8kZ7A,left
901,806,lwpaW3BF6KCuT0hOth-DEw,VT90pRbmItPN2rl0oD73Zg,left
1095,1157,LSBlxtAVvUCTLzGJP4ugGg,X3S2I-68HPZdRw8BTsog7A,right
1134,1378,TtuPhWXLK82iD3SMEdUwTQ,GirYMKEksiiPXE69F7jj_g,left
919,1116,pBjWQmIK0LRtukjTBCg2HA,P_xLw2SXxULK0A3I3Kf-0Q,none
491,340,Y6VEWbJ2Pm8h8e2Trk6Ylw,0iZRkWSHSLiJqVYxQIRHIw,right
1149,466,VHWjojadhnZ7XKqAPcmRPQ,TCTtu-9_SJPMI5A4i_YP4Q,none
602,999,oXkURnTNOIF8aPjJ4uS2vA,3TmLMOe2U3UTk5NynJbVfw,right
382,291,AGqSfAVzfLlFRed43pfnEA,n95yQq0mj8NpO8l5-9pD6A,left
604,1421,onA1SEyRg99AhqqbGghf-A,ZF4M4evQfc7NL5ehjXW6Aw,right
58,652,Fng63xQE2jwJL4aicM4VgQ,y3YyEw4m26j8iVcyRpqFfw,right
862,1446,ervFnxBsST_jC9BqPzrOvw,gCYWIOmNr6FX9ij3zY8Icw,left
1144,882,UsiHX1qknKv52fCjbXUgeA,jEb35uV2VzHfRM8xfoUoMA,right
1410,515,T73XMr2D7MXRIm-zhOxfXw,at16_h7SqamcLSjfOsIaDw,none
1189,1109,bLBcZUPUEDxwYPXf_u6oHw,OspO4qpWbAZ3NtcP4cW0fQ,right
150,770,x66NgjW6ucWl4n9aDdkdvQ,OnLtHIRnRfhZ6okHY7eBtA,right
1312,686,vOvkH9bqy797EPtPN3BRvA,31p_TOutdFx7yEwQ22CnYw,right
449,620,PoIvYCW5IqQhQGSSZTtqcg,sz6H7SGYq2FLPXYilxycow,left
1318,355,wd1LjHAvetSKX8PwhnT-tQ,4BEF3DO-yD65K_1Ue1eCBQ,left
279,1214,h569uC1QeHPF7GJRHPPE6Q,fre0ykVUKtePmN3kEU2Abw,right
1287,371,q-YxPmx4c9ujWOj5f4G2eA,8746E8OkMuymVDZBQTUdTQ,right
607,919,p_-_J6ZrNDs4S_TbUCFX1g,pBjWQmIK0LRtukjTBCg2HA,right
1357,1059,7vzozChem8-QsjnM40Zeww,CqCnTf91j8hjP-yPoIkJKw,right
708,541,9iDM30D2B8O9vaQpCVhz1g,dz-Sv5mqs8MZeXNcXx24bQ,left
203,1045,HsKIY7QK1dL_WCwizCpLVg,AouBgyMSLPvAczzq5Wsr9Q,none
958,622,x0oVRN-0fMx9BMLb8Qqbrg,tHOT0LmsvqCJxEVZjmk8Hg,none
1200,1181,deJ_-i8Ol8QjeYgOiZ2Jew,a77BFtjphVMdWHFg0rNpHg,none
924,510,q755fnhp7Jp7ZpdhD0OWnA,_tN5tZY-xE_JpVK90YkKNg,none
1080,1207,ICb9TcWRiisSmuRpGHVx7w,ejsXOFr697FGySgPZnXZlA,left
126,541,mccyyfL9684i3pMSi4CxyQ,dz-Sv5mqs8MZeXNcXx24bQ,left
13,951,3D2xanakmXs__LoaVHglwQ,vKSfaDDaEkYyQD-7y2BHjQ,none
1341,731,1mVpJ4jZsXhEbIEUC95pWA,FVv9i_AyknTadcKwKj2ryw,right
963,921,xBpT7jcyi8hNk7kK9nlL7w,pO5TP4KOR3A1qqjCyVgVNQ,left
960,561,x2P3E2jWSwO6DfpItbGl0g,gpsOQCw-nGEd_XNnhBuvhw,none
4,1111,0Dd1zpnoaVcv2QJP_k2ZkA,PG3U_f0FLdRs-d8jfrRayg,right
235,1408,T6BUkzv57k_aFNnGXfDmuA,Sc4QEMJiZHuvBVmjc7KxYg,left
818,150,WmkL8BMSEX3zsQxeiaQ6Ug,x66NgjW6ucWl4n9aDdkdvQ,left
675,661,1B1HWMlZgfpVg2sjI2dIvw,ztatGaRlczU8S7UFk5fTEQ,left
1478,257,v8QdD6hvnAQoS8uvULUtgQ,a1k_FYNsUXk7Px3hClJDoQ,right
1311,307,vO24oAIuV-vR3v2TDbqFBA,r437QSCDU3mqxF2_-w0beg,left
260,1387,aY32hmTPsijVyJQBmRT_AQ,JY7xGNTBH3Aa8LbNuJMfkA,left
45,1418,BpeQwxHsIpURibQnMqvXFg,YL6vp8gjkP5OdWpF_0djHQ,none
1080,724,ICb9TcWRiisSmuRpGHVx7w,DHxMji3Qqknhdi4zj3yvBQ,none
481,310,WdUeA_JaVOGLpbfiWp_kWQ,ssEsj-dN-e3Q645C-weedw,none
658,1256,z8ThY45gW_aseiTWOevs-Q,lHnq9SXj4szbE8B9E4vKiw,right
1489,1337,zjenFACffdozXqrDIZU4BQ,zzfm-DJmR_hS4Q-H-hBZNA,right
1439,35,eOQ6oS42pPk-apxH8xoIPQ,7DHReL1K_32k0xAFtO75Yg,right
948,1308,uUjibhoMZV1GqrYu8IMI_Q,unrfbhnyVSnPD7s0SmmIew,none
35,569,7DHReL1K_32k0xAFtO75Yg,i8hTR8mXM3ieCIoUWke2uQ,right
688,672,435fPDm5YbbTz_yOpeadyg,0oy3unZ_uzFNfCcP0lotaA,none
878,1291,i9g6106ggjO334SkKovvMg,rC4ITZTfnmZSu93OR0zRIw,left
1204,722,dx2brhDUbNjs4XCJ6Tmiog,D4J4zPe6hIK4D0mKOOU3KQ,right
567,1138,hxA2F1-rUiHPb2sgqAsprg,UL77KSR0c255X-5vtVOCCA,right
542,193,e--9PaOdZKpr3sSxWDhVqQ,DfTB5zzPrBYrT-lotrpuIg,left
145,514,u3opw2H6J-eLBKVUfT4CUQ,ad1R5jO1qw-9JdoLcLX5Mg,left
285,211,jIRCdFhTLwN_3YIJumnkGQ,KfhzD5m9uaZnGiwzPLO9zw,right
1377,1118,F9qrtxxtMYTZagYmgAaSHg,PcZgYmM1EbsHZXfNE-2BlQ,right
619,551,sr7QZhO_jfbTwzf9V6dK0Q,f-KiM3eomdfSvdLG5YCr9A,left
568,1370,i0YPo0TdsxX9yrjq2oqxGg,C9UJKUZC6NBZQdyyoDfEbA,left
1311,1168,vO24oAIuV-vR3v2TDbqFBA,YujUEnF8WmmOgdRunZXLVg,left
94,850,XD5qhFF0_6KxeyIwQZI9fw,bqB7tJjpcb5BqmxSBp-qzA,left
153,751,zJWBnYGf_xWgzIjXcjnSGA,JrPAbg2XZYVyPSEtgr7i4w,right
1383,1270,It8OqEf64pG36DjCuJzhwQ,n9zyifMLCXdnSk5zejTdhQ,none
95,1375,YlgAyBiNbgPy2BVh2IzllA,E5SgBrAe7bEcKireBzgUng,none
602,810,oXkURnTNOIF8aPjJ4uS2vA,WDVqyL6eOp5zKYwwHOqjdg,right
1455,1036,lSY7FAQuQHx-7uonZIZ-qQ,9MvR7yWaPdkeg-7r1gT0ZQ,right
399,1145,EuH2OeDgxdEjLTPgDdz4RA,UvJotpmz8To3AMKoRF3u2g,left
1019,1031,7-f1mG-bSBXRT-bZuRC2RQ,8nSOIP-p_A2qCi6JHGTHbg,right
379,939,9wBIMJrQ_jdZgJQ_qa8oqg,seYNu6kft34gn28G6W-SYw,left
971,486,zd6cosXZ3_lhY9v0idm5XQ,XVa61ZKkEKErpf7H_V952Q,right
1080,1354,ICb9TcWRiisSmuRpGHVx7w,6cGpIvMlQ7KWfgVQaCd6nA,left
647,847,x-Jsb9A7Iekn7wgEJdp4LQ,bhjpHVea_wOBzUXR5M4uiQ,none
100,183,ZZqQ2EI5zFkyl7DXI5hGvQ,9I0YM5nDr7Bb6NMKtbMhxg,left
598,450,oFZdlGIARGXbCJa0ZALZdQ,QIXdzNxjEUiWXBBVrkertw,none
85,1199,T6-bQ5vbpmYhwB69Z-AWcQ,dcDWhoXwr52mzJe3N-qZoA,left
372,72,8I1_0T7Lfp0BgnaqG4Vfcw,LWG2FeKlPkS3Yfdq3kUapw,none
800,1374,UIKsS_8cr6tyo_RkymIeug,D-aqvUa7Z8_AXy9y59VsXg,none
853,787,cF40lWicSI7ozUam17ddcg,SBtobDMPuYezdNVujL3jWw,right
1333,158,zC9iv1lz50qU4owgcXP_6A,0WTQVa9kF2YJN_yZ_WvOLQ,right
766,253,OZwM1hv9ApGiwT6znc7JvA,_IxpCmbUT06358d6JHW-jQ,right
615,1303,rb93zI1dpSFr3ZjOJtM4qw,uHSRbc4mB2Tg3kcRqQaacg,right
500,809,ZTSKjVmOvKWnSbJf2c7sUQ,W09trlwkqWumq2uHDhMUWg,left
930,326,rPGu8qz7S-0t4ESnHFaszw,yK3wqHKnvJkfRmWNV2gkyg,right
1431,617,cBe1Df48zNXPkRsRuTfu0g,sCtJWz-vsd6n3eet0fKCOA,left
182,1280,8YNfAIHynkbD7WWqQmy0bw,oy1cFR_Qwagg4LsGo-P2ww,left
1090,375,KkZUSxbZP4-FIOVDc9NWnw,9Q_VmMlIywrA_0CRv-5xVQ,left
1268,1406,mu1RWh9ce_F8pVe-6b9abw,RlUXxOMh1lbAIda9kCyeFQ,right
690,1429,4aMCqmVNKT4g-RmmnsaHhg,bWIDYBwqWmqr46n_v9_xGQ,left
1256,1248,lHnq9SXj4szbE8B9E4vKiw,jlrPUCeA5SEaPgSkCKvTuw,left
769,88,OloLyIvrfxePIlIh1foTsg,TqG5afUCRwhbmeuMlQ9s-A,right
1275,109,niQUxfEcQtaenKF1FFCIZQ,dMYML1LXzJ-l2vo4U6QvGg,left
1230,72,hYckGwZY02YivvwbXTTJuw,LWG2FeKlPkS3Yfdq3kUapw,left
1094,925,L6t2ronSWd28z0gHhHLX1A,q8EQsjiLNA3mm7TNhF8pww,right
2,17,-pve_wyZiZnv_IpAAp6Vlg,3mB7VB-q-E2yyJfceqnmTg,right
733,37,GYsVIgSZELTjPKyFLSFD8A,7ccul9lfnCcMmupynvusHw,right
1466,961,qPzgVRkZBfnoT0dgXAznkA,x4H0gTuI2XhAj8IFK6ELWQ,left
1224,1411,gijCeky_opVtHKbnXrAllg,VAhRhT9uxyAHsh1KyOZG7Q,left
1275,592,niQUxfEcQtaenKF1FFCIZQ,mkdBrtnQMn3ij_gDjGPlSg,left
875,302,hofxKGy9gYDuyBQ_DJcC3w,pOTv3ibmrIsaTfRzBK9aRw,right
127,100,mzsGkDcnGVPYAb9YYXoARw,ZZqQ2EI5zFkyl7DXI5hGvQ,right
1433,30,cpey_59YydMO82aEM0H5yQ,62U2NkltaUt4TXq4YKLOIA,right
1080,52,ICb9TcWRiisSmuRpGHVx7w,CcqgU1w4tZmyrngQQTKzAA,left
742,464,Hio85l9Ub0Ib7pb_-dmnhQ,S_hVQCKULYhjAf7NfdVD4A,left
1483,1143,xW1U6FQfHi4TwbJhH2r1Yg,Us_lDApaqsJ3Tin2CIh9gA,none
409,1174,Glz6jWcD6FJTWqDRoLLp1g,_L_Tz8ZeYbpTNhQBDokPIQ,left
1159,349,XwA0OVrFFV9ptCafmdu6JA,3AL7OvvI0E8r93a38XSCEw,left
1282,1123,pHuEWoklTydj0tYiIS_gOg,REXdQUENqPiM5xZvXFi_fA,right
729,1461,FKHUq6hxbAVMAH8fd4DXCQ,n_OLDP8EWUEwkc6mZtJWNQ,left
946,1369,u4TL7nlXmcdk8hfXV5rQKg,C174Jx4m_KYeR0bkddRRpg,right
450,1334,QIXdzNxjEUiWXBBVrkertw,zH9RBUoScSywTOhk3u615A,none
